product_id,product_name,sku_code,category_id,supplier_id,unit_cost,retail_price,weight_kg,is_active,reorder_level,brand,color,material
1086,Organized cohesive conglomeration,zT-9201-16,4,17,108.73,1097.5,41.21,1,30,"Smith, Sharp and Dunn",MediumPurple,Metal
1087,Re-contextualized non-volatile protocol,Bq-9183-62,10,2,127.99,502.02,0.46,1,37,Owens-Cordova,PowderBlue,Wood
1088,Digitized user-facing superstructure,UA-4886-94,5,38,17.89,1160.65,21.99,1,93,Smith Ltd,OrangeRed,Metal
1089,Polarized heuristic analyzer,Vn-1195-24,5,26,322.76,1043.78,31.4,1,11,Caldwell-Carter,LightGoldenRodYellow,Metal
1090,Face-to-face well-modulated matrix,ge-6402-70,10,14,300.1,1131.04,0.8,1,58,Lewis Group,GreenYellow,Wood
1091,Focused asymmetric firmware,lx-6864-62,4,43,214.93,1053.65,2.65,0,12,Martin Inc,Blue,Cotton
1092,Multi-layered discrete analyzer,hC-2237-28,10,62,360.69,771.29,34.63,1,10,Richards-Clarke,DarkGray,Plastic
1093,Synchronized demand-driven model,ZW-9323-02,1,4,105.41,505.88,20.32,1,76,Morrison-Hines,Orange,Wood
1094,Multi-lateral human-resource leverage,Ok-3467-91,4,88,67.13,909.88,26.42,1,31,"Gomez, Bryant and Ross",MediumPurple,Wood
1095,Persevering 6thgeneration analyzer,ev-1416-14,1,36,215.58,751.11,34.48,1,61,Smith-Owen,MidnightBlue,Cotton
1096,Streamlined fresh-thinking benchmark,ad-0937-71,7,35,188.48,862.92,49.73,1,69,"Fleming, Jones and Harvey",Plum,Plastic
1097,Triple-buffered multi-state productivity,HY-4090-13,5,65,86.22,665.16,21.73,1,49,Sanchez LLC,DarkSlateBlue,Plastic
1098,Grass-roots user-facing firmware,EW-0698-47,4,3,6.31,756.25,42.69,1,74,"Goodman, Rich and Thomas",Indigo,Metal
1099,Reduced needs-based open system,up-5965-55,9,45,157.31,452.73,27.73,1,23,Brown-Wilson,Thistle,Synthetic
1100,Enhanced homogeneous projection,vZ-5669-05,1,11,124.5,919.47,40.84,0,44,Kline-Colon,SlateGray,Plastic
1101,Multi-tiered high-level parallelism,Mh-1076-20,8,71,102.59,1087.46,32.95,1,69,Jones-Castillo,Wheat,Metal
1102,Streamlined asynchronous model,RQ-8435-79,10,83,107.47,1107.37,48.1,1,91,Robinson LLC,Teal,Wood
1103,Function-based homogeneous definition,bO-7863-05,9,25,56.57,968.49,5.67,1,34,Krause Ltd,Teal,Plastic
1104,Programmable impactful help-desk,Fz-5057-39,7,93,308.84,840.47,29.57,1,26,"Wang, Orozco and Moore",Red,Synthetic
1105,Monitored mobile utilization,Uy-9156-71,7,3,251.97,542.95,2.24,1,92,Warner Ltd,Olive,Wood
1106,Polarized real-time ability,YT-4932-89,1,38,40.67,889.08,28.22,1,59,Harvey and Sons,MediumTurquoise,Cotton
1107,Profit-focused client-driven intranet,RJ-8027-14,7,51,237.36,788.35,17.47,1,79,"Taylor, Weaver and Carter",Peru,Plastic
1108,Down-sized discrete archive,pp-7271-78,1,9,146.69,924.52,43.49,1,76,Robinson Inc,LavenderBlush,Cotton
1109,Profound secondary focus group,ku-3211-60,9,24,72.01,924.57,39.51,0,51,Durham-Rodgers,Cornsilk,Cotton
1110,Extended coherent contingency,Qi-6434-71,6,48,134.37,500.21,35.49,1,14,"Pacheco, Jones and Smith",GreenYellow,Wood
1111,Diverse high-level portal,XM-8715-39,6,39,364.25,873.44,15.61,1,12,Williams Inc,Orange,Metal
1112,Universal bottom-line protocol,Zo-1566-86,8,2,379.54,945.58,41.66,1,20,Buck-Bennett,CadetBlue,Wood
1113,Focused intangible workforce,fv-3414-11,5,50,42.6,649.4,39.79,1,62,"Diaz, Aguirre and Pierce",PapayaWhip,Cotton
1114,Managed uniform budgetary management,uy-9319-52,1,40,220.29,987.14,33.51,1,91,Wolfe-Powell,DarkSalmon,Synthetic
1115,Polarized systematic matrices,my-9040-98,5,13,322.78,1181.03,11.28,1,49,Hall PLC,DarkSlateGray,Metal
1116,Polarized demand-driven parallelism,Lo-6552-89,4,3,344.24,944.68,5.61,1,84,Hall-Pierce,Beige,Wood
1117,Diverse secondary installation,js-1608-75,9,73,385.3,617.22,48.82,1,11,Smith Inc,DarkCyan,Plastic
1118,Ameliorated dynamic analyzer,jV-3772-94,2,89,332.13,926.03,0.93,1,88,Gilmore LLC,DarkGreen,Metal
1119,De-engineered object-oriented parallelism,rT-0954-81,3,9,382.3,1134.78,27.11,0,21,Fisher-Mack,GoldenRod,Plastic
1120,Diverse client-driven product,dZ-9737-46,8,20,394.78,1085.33,38.73,1,10,Henry PLC,Olive,Cotton
1121,Profound 6thgeneration orchestration,FU-5233-02,4,97,214.05,1117.41,3.97,0,76,Foley-Martinez,Aqua,Cotton
1122,Digitized analyzing concept,vB-6420-86,7,61,72.59,691.81,15.47,1,42,Wright-Rogers,LightSeaGreen,Metal
1123,Fundamental contextually-based model,Us-7566-18,2,10,130.06,836.19,12.67,1,72,"Hubbard, Lin and Taylor",SkyBlue,Cotton
1124,Open-architected radical open system,uW-4386-12,1,91,356.76,529.51,10.76,0,35,Bullock Group,LightSalmon,Cotton
1125,Sharable 3rdgeneration success,iC-9047-29,9,81,320.81,700.46,6.96,1,77,Aguirre-Anderson,RosyBrown,Metal
1126,Upgradable stable forecast,VP-7423-33,1,54,308.03,464.7,35.6,1,78,"Watson, Hart and Hunter",Cyan,Plastic
1127,Configurable didactic knowledge user,BR-0591-26,10,55,21.29,938.59,43.02,1,100,Cox-Moore,Aquamarine,Synthetic
1128,Robust methodical matrices,dh-2015-72,2,73,236.58,997.34,32.6,1,87,"Williams, Powers and George",HotPink,Wood
1129,Down-sized directional installation,pc-8596-26,8,62,5.67,1035.79,3.81,1,92,Perez Group,Teal,Wood
1130,Right-sized client-server utilization,lP-1367-49,3,25,80.87,1127.81,14.44,1,19,Hernandez LLC,Azure,Plastic
1131,Reduced zero administration contingency,xa-6176-47,1,60,108.52,872.04,14.56,1,50,Chang-Kirby,HoneyDew,Metal
1132,Secured stable migration,ob-1111-78,6,74,28.97,1198.01,35.07,1,88,Ingram-Henderson,MediumPurple,Cotton
1133,Fundamental composite success,YL-9997-41,3,31,361.99,1042.62,34.09,1,28,Mcdonald-Johnson,DarkRed,Metal
1134,Synergized global knowledgebase,ig-2676-49,6,85,209.44,724.64,20.07,1,70,Alexander Inc,LightCyan,Cotton
1135,Right-sized optimizing architecture,zJ-5182-60,5,56,95.84,935.46,32.09,1,81,Harris-Serrano,Turquoise,Plastic
1136,Focused homogeneous info-mediaries,IT-8871-89,2,49,258.79,1089.26,39.49,1,84,Martinez-Cruz,MediumBlue,Wood
1137,De-engineered bi-directional adapter,aJ-1312-92,4,6,394.54,724.66,45.48,1,34,Fischer-Castillo,LemonChiffon,Cotton
1138,Exclusive multi-state middleware,nP-7510-29,3,66,215.37,1123.92,6.39,1,11,"Goodwin, Olson and Sharp",FloralWhite,Metal
1139,Synergized intangible collaboration,hG-2184-01,4,25,37.53,978.75,22.13,1,43,Davis LLC,LightSteelBlue,Synthetic
1140,Robust bandwidth-monitored conglomeration,pt-4582-60,5,7,36.61,1009.75,34.7,1,36,Irwin-Moreno,Linen,Metal
1141,Phased reciprocal policy,KF-0848-72,8,71,270.66,956.22,11.88,1,98,Oneal LLC,Cornsilk,Cotton
1142,Automated zero tolerance monitoring,nS-5859-88,8,68,269.98,553.52,8.81,1,74,Pittman PLC,DarkRed,Wood
1143,Profit-focused web-enabled capability,tn-1030-32,1,38,303.92,531.72,36.56,1,74,Thornton-Powers,LightGoldenRodYellow,Synthetic
1144,Cross-group mission-critical protocol,ri-2983-95,10,79,67.55,766.76,19.18,1,59,Williams-Hart,Salmon,Cotton
1145,De-engineered real-time moratorium,yP-9618-44,3,75,329.48,872.42,9.95,1,13,Green-Walton,BurlyWood,Plastic
1146,Adaptive zero-defect service-desk,Sj-2671-46,5,34,42.53,601.54,14.93,1,47,"Rice, Zavala and Barry",MistyRose,Synthetic
1147,Streamlined intermediate model,KQ-8314-35,4,32,159.21,802.44,24.06,1,21,Peters LLC,Lavender,Plastic
1148,Operative holistic analyzer,YB-8926-25,9,74,46.57,481.02,31.17,1,52,West Group,Linen,Cotton
1149,Total multi-tasking interface,hI-6093-14,9,30,339.37,788.88,8.86,1,49,Taylor-Griffin,Purple,Metal
1150,Focused mission-critical utilization,xv-1861-51,2,37,389.15,1126.17,38.91,1,88,Vega-Thomas,DarkSalmon,Synthetic
1151,Visionary homogeneous hardware,yo-4234-01,1,20,189.09,731.98,19.62,1,96,Heath Ltd,LawnGreen,Plastic
1152,Reverse-engineered user-facing task-force,LZ-6112-84,9,9,84.5,1041.37,39.18,1,93,Hahn and Sons,MintCream,Plastic
1153,Total object-oriented attitude,Jr-7185-94,5,75,44.88,774.88,34.96,1,64,"Kelley, Mccall and Alvarez",DarkGoldenRod,Wood
1154,Optimized client-driven extranet,lw-9102-56,1,24,269.33,461.34,31.55,0,21,"Taylor, Munoz and Robinson",PaleTurquoise,Wood
1155,Polarized zero administration emulation,iq-8896-79,7,96,347.55,1188.75,46.41,0,91,"Reynolds, Gordon and Alvarez",Sienna,Wood
1156,Configurable executive policy,KV-0822-26,7,55,131.62,865.06,24.48,1,71,Russell Ltd,IndianRed,Plastic
1157,Quality-focused incremental extranet,TD-4053-96,5,20,11.1,495.04,8.73,1,93,"Johnson, Baker and Sellers",Chartreuse,Metal
1158,Ergonomic 24hour strategy,rB-2757-84,3,5,335.29,825.87,4.1,1,93,"Chaney, Garza and Hall",MediumPurple,Plastic
1159,User-friendly 24hour orchestration,Xu-8341-46,6,62,123.43,841.04,31.41,0,19,Benson LLC,Indigo,Wood
1160,Programmable bottom-line model,Kd-1113-12,5,40,216.05,856.56,23.45,0,78,Green LLC,DarkSalmon,Cotton
1161,Adaptive homogeneous projection,RG-1487-06,6,19,121.55,997.77,12.02,1,28,Mcdaniel PLC,OrangeRed,Wood
1162,Expanded system-worthy website,za-2778-81,5,80,379.82,1173.6,27.86,1,14,Wells PLC,Snow,Wood
1163,Intuitive incremental hierarchy,pV-9306-85,6,36,271.92,1054.88,0.82,1,39,Harmon-Krueger,Aqua,Plastic
1164,Customer-focused coherent interface,RW-8909-72,1,19,160.11,762.2,16.53,1,19,Carlson-Cole,LightCyan,Metal
1165,Streamlined optimal extranet,Gw-8321-52,3,3,359.7,945.79,9.03,1,40,Frank-Edwards,Teal,Plastic
1166,Fundamental national interface,hv-0676-25,6,23,110.9,812.65,16.28,1,60,"Douglas, Morris and Cole",Tomato,Synthetic
1167,Re-contextualized high-level pricing structure,sq-3814-47,2,38,102.31,571.01,4.7,1,70,"Wells, Larson and Ford",PaleGreen,Metal
1168,Grass-roots systemic infrastructure,PG-3096-34,5,97,370.55,621.55,7.19,1,60,"Morgan, Scott and Graham",Wheat,Metal
1169,Versatile demand-driven installation,aN-0797-05,4,62,132.99,1139.31,9.1,1,59,Willis Inc,PaleVioletRed,Wood
1170,Reactive zero tolerance open architecture,wU-7545-10,5,8,307.97,585.77,6.46,1,65,Guerra PLC,MediumPurple,Plastic
1171,Polarized context-sensitive hub,Fm-2650-16,3,78,223.02,519.39,45.99,1,21,Thomas-White,Olive,Plastic
1172,Realigned next generation matrices,Fa-1882-61,6,45,54.5,925.88,6.55,1,31,Dalton Ltd,DeepPink,Metal
1173,Function-based fault-tolerant orchestration,tx-2437-65,1,84,330.7,864.91,44.88,1,55,Gibson and Sons,FireBrick,Cotton
1174,Monitored zero-defect strategy,QC-6284-17,7,86,80.22,960.09,16.36,1,84,Brown and Sons,NavajoWhite,Wood
1175,Object-based user-facing challenge,Tm-2256-05,4,78,351.21,934.33,15.42,0,46,Acevedo and Sons,White,Plastic
1176,Switchable bottom-line synergy,AV-1340-26,7,39,230.42,497.62,19.84,1,99,Garcia-Juarez,GhostWhite,Plastic
1177,Focused local toolset,hA-5023-74,3,50,369.71,1167.24,6.24,1,67,Greer-Curtis,DimGray,Plastic
1178,Total cohesive attitude,GU-7872-56,4,56,14.06,494.56,14.84,1,68,Simmons-Martinez,Violet,Metal
1179,Extended multimedia initiative,jw-6211-02,3,7,309.94,755.44,15.25,0,60,Rodriguez-Martin,FireBrick,Cotton
1180,Mandatory neutral pricing structure,MV-8030-56,6,67,37.66,1008.55,47.39,0,68,Moore-Ware,WhiteSmoke,Wood
1181,Total systemic strategy,fW-0674-47,6,80,70.35,666.13,37.3,1,90,Wilson-Adams,AliceBlue,Wood
1182,Business-focused cohesive info-mediaries,pr-6392-82,5,72,235.08,982.8,22.17,1,48,"Powell, Tran and Johnson",DarkOliveGreen,Cotton
1183,Sharable 24hour website,TY-1436-37,8,19,213.6,677.99,47.3,1,55,Case Group,Violet,Plastic
1184,Cross-group client-server leverage,OO-1892-39,4,82,346.39,1137.29,10.02,1,30,"Smith, Silva and Drake",IndianRed,Metal
1185,Right-sized intermediate array,rm-2312-60,3,15,254.73,797.12,35.47,1,45,Johnson and Sons,DeepSkyBlue,Wood
1186,Cloned empowering definition,dy-2609-31,4,72,8.85,970.51,28.52,1,53,"Gutierrez, Woodward and Carroll",LemonChiffon,Synthetic
1187,Multi-layered attitude-oriented portal,BE-6843-35,8,71,299.87,1076.81,9.37,0,13,"Smith, Shea and Zamora",Navy,Metal
1188,Automated uniform info-mediaries,rx-0860-41,4,69,197.74,838.64,47.25,1,47,Gregory LLC,HoneyDew,Plastic
1189,Open-architected reciprocal projection,lc-4563-50,2,19,102.27,786.4,40.7,1,84,Poole-Brown,BlueViolet,Metal
1190,Programmable executive structure,rM-0053-47,9,66,152.96,887.5,5.12,1,43,"Johnson, Jones and Marshall",PowderBlue,Synthetic
1191,Right-sized analyzing time-frame,vt-1624-75,6,7,247.31,1175.4,29.53,1,81,Dorsey Inc,Teal,Synthetic
1192,Enhanced scalable methodology,xV-1108-25,7,29,251.28,1188.76,49.92,1,15,Bradshaw-Griffin,Thistle,Metal
1193,Organic 24/7 customer loyalty,Pr-5989-53,9,3,360.07,655.02,48.44,1,76,Beasley Ltd,MediumSpringGreen,Cotton
1194,Switchable multi-state forecast,OV-3961-12,10,58,164.53,1098.14,4.09,1,75,Pugh LLC,Pink,Wood
1195,Ergonomic 5thgeneration toolset,TC-9109-33,7,69,273.75,1164.3,18.42,1,13,"Gonzalez, Lopez and Conley",WhiteSmoke,Synthetic
1196,Right-sized multimedia model,UE-1189-54,5,41,180.48,462.64,25.23,1,44,King LLC,Lime,Wood
1197,Total discrete pricing structure,AJ-3820-23,8,77,72.12,1112.8,39.42,1,26,Lane-Farrell,Peru,Cotton
1198,Down-sized systematic alliance,Be-4855-71,5,72,210.84,657.54,24.38,1,100,Moore-Ramirez,SlateBlue,Wood
1199,Multi-lateral disintermediate projection,Mr-7688-02,3,26,71.43,1183.78,13.02,1,29,Hamilton-Allen,PaleTurquoise,Metal
1200,Adaptive cohesive array,Vz-2409-03,2,1,103.2,468.71,49.55,1,59,"Smith, Walker and Hart",Snow,Metal
1201,Grass-roots zero-defect initiative,WG-7881-27,9,39,398.71,795.59,38.02,1,47,"Sanders, Spears and Green",SteelBlue,Synthetic
1202,Multi-channeled static infrastructure,nl-6866-94,3,19,261.4,654.34,34.24,1,75,Ibarra PLC,Azure,Metal
1203,Open-architected optimizing customer loyalty,YG-0293-90,9,72,262.43,999.4,34.01,1,32,"Salazar, Hatfield and Nguyen",PaleGoldenRod,Wood
1204,Programmable 24/7 support,sT-7884-43,4,86,314.28,1062.4,39.2,0,46,"Munoz, Rojas and Walker",LightSeaGreen,Cotton
1205,Triple-buffered asymmetric array,Ip-4812-30,2,92,229.77,1172.42,49.19,1,75,Haynes-Esparza,MediumBlue,Plastic
1206,Reactive executive success,Yd-4024-24,10,31,86.39,620.89,40.11,1,48,White-Callahan,Indigo,Synthetic
1207,Realigned optimal hardware,OM-3381-05,2,18,38.54,637.34,9.22,1,17,Jacobson Inc,Silver,Metal
1208,Monitored even-keeled definition,AN-5518-42,7,58,264.2,1129.27,22.31,1,66,Walker-Pearson,LightGreen,Synthetic
1209,Robust content-based knowledgebase,Ur-4500-53,9,89,365.56,911.91,29.28,1,43,Proctor-Hart,LightSeaGreen,Wood
1210,Open-architected object-oriented ability,UV-2408-91,5,43,262.34,462.55,20.64,1,42,Brown-Rivas,MediumOrchid,Wood
1211,Fundamental context-sensitive installation,ou-6498-37,3,47,238.52,1137.36,26.27,1,30,"Barnes, Foster and Rivera",Sienna,Plastic
1212,Profit-focused bi-directional open architecture,oU-4396-27,7,42,389.5,477.57,20.69,1,25,Chavez and Sons,MediumSeaGreen,Synthetic
